Product Name;Category;Price (€);Quantity Sold;Revenue Total;Transaction Date;Country ;Store-ID;Duplicate Col;Duplicate Col 
Product 423;Food;;;3,206.32;2021-02-03;Portugal;;X;X
Product 424;;440,81;NaN;4803;29/09/2020;France;;X;X
Product 425;Drink;912,50;NaN;;2023/05/08;Portugal;S-18;X;X
Product 426;Drink;928,29;;1508;2019/02/25;;;X;X
Product 427;;3833,61;NaN;375.97;09-11-2020;France;;X;X
Product 428;Food;1087;;3476;25/10/2020;Germany;S-3;X;X
Product 429;Drink;2,301.75;43;;2019/09/28;Portugal;S-18;X;X
Product 430;Food;1,538.91;;;23/02/2022;France;;X;X
Product 431;;3,737.04;;;13-07-2019;Portugal;;X;X
Product 432;Drink;;71;;31/10/2018;France;;X;X
Product 433;;3,529.57;;3348,49;08-02-2018;Portugal;;X;X
Product 434;Snack;1394;68;2977;2021/05/24;;;X;X
;;2,069.91;48;128,25;2018-11-17;Germany;;X;X
Product 436;;1,364.00;69;307.01;17-04-2021;;;X;X
Product 437;;885;NaN;1,637.02;02-11-2019;Portugal;;X;X
Product 438;Drink;;;4524;13/09/2023;France;;X;X
Product 439;;;NaN;;2019/06/22;France;S-3;X;X
Product 440;;1775;25;;;;S-40;X;X
Product 441;Snack;;NaN;;16/08/2021;Germany;;X;X
Product 442;Drink;4,147.50;16;;2023-11-04;;;X;X
Product 443;Snack;;NaN;1642,42;2019-11-09;;S-34;X;X
Product 444;;778.52;;670;13-11-2022;Portugal;;X;X
Product 445;Drink;;NaN;;2018/08/23;Portugal;;X;X
Product 446;Snack;1734;NaN;3809;2018-02-18;Germany;;X;X
Product 447;;1037;36;1,722.75;01/07/2024;Portugal;;X;X
Product 448;Food;453.79;61;2258,52;29-09-2022;Germany;;X;X
Product 449;Snack;;59;3,897.78;2018-06-21;France;;X;X
;Drink;1304,23;;2090;10/04/2023;France;S-26;X;X
Product 451;Snack;2,585.15;;;2018/11/08;Portugal;S-13;X;X
Product 452;Snack;;NaN;4,820.56;2018/12/22;;;X;X
Product 453;Snack;2934;50;;2023/03/25;;S-1;X;X
Product 454;Food;2818,85;NaN;;2020-11-26;;;X;X
Product 455;Drink;1611,86;33;893;2018-09-12;Germany;;X;X
Product 456;Drink;3147,36;41;3808;2021/07/25;Portugal;S-14;X;X
Product 457;Drink;;NaN;3371;2020-10-20;Germany;;X;X
Product 458;;1673,56;;69;25/10/2019;Germany;;X;X
Product 459;Drink;935;NaN;2,920.73;01-11-2019;;;X;X
Product 460;Drink;;NaN;3025;;Germany;S-21;X;X
Product 461;Food;2733,89;NaN;3100;10/05/2021;France;;X;X
Product 462;;;;1184;26/06/2020;Portugal;;X;X
Product 463;;;27;3,141.90;17/12/2022;;;X;X
Product 464;Snack;;;906,01;2021/05/01;;;X;X
;;4170;;4280;2022-01-10;France;;X;X
Product 466;;3616;;2190;27/06/2020;Portugal;S-26;X;X
Product 467;Food;;NaN;1285;01-06-2021;;;X;X
Product 468;Drink;1,500.87;;;2022/10/05;Portugal;S-43;X;X
Product 469;;3815,86;96;1,790.25;2024/07/22;France;;X;X
Product 470;;2104;32;3051,67;21/01/2020;France;S-35;X;X
Product 471;Food;;;;2019/09/12;;;X;X
Product 472;;2,965.38;NaN;1,925.45;27-03-2020;France;S-4;X;X
Product 473;;2561;;4174,11;2023/05/02;Portugal;;X;X
Product 474;Food;4,432.98;34;1,362.80;10/01/2020;Germany;;X;X
Product 475;Snack;4,757.47;NaN;2557;12-08-2022;France;;X;X
Product 476;Snack;649;19;4,523.50;16-09-2018;;;X;X
Product 477;;3942,85;NaN;;2021/03/25;;;X;X
Product 478;;4851;37;313;2020/09/15;Germany;;X;X
Product 479;Drink;3,964.32;7;3,846.55;2019/05/15;;;X;X
;;;3;1357;;;;X;X
Product 481;Drink;;;1,123.55;2022/01/11;France;S-31;X;X
Product 482;Snack;4.22;56;;16/07/2022;Portugal;S-42;X;X
Product 483;;1,002.03;NaN;4,492.94;2022-05-16;Germany;S-7;X;X
Product 484;;1506,41;NaN;2745;2021/08/15;Germany;S-14;X;X
Product 485;Food;922.97;;1,351.58;2020/07/26;Portugal;;X;X
Product 486;;2,182.74;;4015,63;2021/12/25;Portugal;;X;X
Product 487;Snack;770;NaN;779;2024/01/27;Germany;;X;X
Product 488;;24.72;NaN;4100,65;2024-05-30;France;;X;X
Product 489;Drink;;;;2023-12-09;;;X;X
Product 490;;;NaN;;2020/06/19;Germany;;X;X
Product 491;Drink;;61;3513,04;17-04-2023;;;X;X
Product 492;Food;;67;;2020/10/29;Portugal;S-23;X;X
Product 493;;3531,12;31;2002;2024/06/22;Portugal;;X;X
Product 494;Food;1937;55;4,690.48;2024/03/22;Germany;S-50;X;X
;Food;3,815.22;;2438;2020-05-16;Germany;;X;X
Product 496;;1999;;;2019-05-22;France;;X;X
Product 497;Drink;;NaN;518;2020-07-02;Germany;S-42;X;X
Product 498;;2984,69;;;23/12/2023;Portugal;;X;X
Product 499;Drink;1734,34;;967,64;2019-08-17;;;X;X
Product 500;Food;1,108.47;NaN;;;Portugal;;X;X
Product 501;Snack;3839;;;2020-02-03;Germany;;X;X
Product 502;;1811,40;;;2022-10-15;Germany;;X;X
Product 503;Snack;;NaN;;28-01-2023;Portugal;;X;X
Product 504;Drink;4,572.93;88;4,223.72;2019/07/25;;S-36;X;X
Product 505;;690.40;53;;10-01-2019;;S-47;X;X
Product 506;Snack;221;;987;2020-04-27;Germany;S-23;X;X
Product 507;Snack;2177;NaN;100.26;04/05/2018;France;;X;X
Product 508;;1,920.33;NaN;4529,02;28/09/2024;Germany;S-6;X;X
Product 509;Snack;2128;;;2020-06-13;Portugal;;X;X
;;;;4335,67;11-08-2019;Portugal;;X;X
Product 511;Snack;;;2120;27/08/2021;Portugal;;X;X
Product 512;Food;;NaN;;2023-08-13;Germany;;X;X
Product 513;;3411,70;NaN;;2018-01-07;France;;X;X
Product 514;Food;2324,61;88;;2022/12/26;Germany;S-17;X;X
Product 515;Food;1731,43;NaN;861,46;17-02-2024;Portugal;;X;X
Product 516;Snack;;24;2,511.04;2018-11-06;France;S-20;X;X
Product 517;Drink;4017,75;;1,560.10;2021/12/30;;;X;X
Product 518;Food;804.42;13;;2023/11/12;Germany;;X;X
Product 519;Food;;73;;2018/06/01;France;;X;X
Product 520;Food;3431,49;17;;;;;X;X
Product 521;Drink;;;;2020-10-04;Portugal;;X;X
Product 522;Drink;2112,29;;460;23-08-2018;Germany;S-27;X;X
Product 523;Food;1514;NaN;2594;03-08-2022;;;X;X
Product 524;Drink;3710,33;NaN;2,301.27;2021-09-16;France;;X;X
;Drink;;NaN;1669;12/07/2021;Portugal;;X;X
Product 526;Drink;;NaN;3,459.28;13-10-2020;;S-35;X;X
Product 527;;3560;95;4,783.02;30/09/2019;;;X;X
Product 528;Food;558.36;;2988,28;16/09/2020;;S-1;X;X
Product 529;Drink;;NaN;4905,43;13-05-2020;Portugal;;X;X
Product 530;;4351,57;58;3,925.74;04-02-2021;Portugal;S-8;X;X
Product 531;Snack;751;NaN;1461,57;2024/06/05;Portugal;;X;X
Product 532;Snack;4741;65;;2020/12/31;France;S-50;X;X
Product 533;Drink;;NaN;1195;2022/11/01;Portugal;S-47;X;X
Product 534;Food;;9;1346;25/04/2024;Germany;;X;X
Product 535;Drink;1408,57;;2391,66;2018/03/03;;S-6;X;X
Product 536;Snack;;;4820;2021/05/16;Germany;;X;X
Product 537;Food;1835;16;4,379.04;30-07-2018;Germany;;X;X
Product 538;Food;1261;;4287,47;19/05/2020;Portugal;S-38;X;X
Product 539;Snack;3374,98;;2786;17-02-2022;Portugal;S-28;X;X
;;2,713.74;;421,23;;Portugal;;X;X
Product 541;;;68;3910,94;2024-09-28;France;;X;X
Product 542;Drink;87;NaN;2254,73;02/08/2022;Portugal;S-17;X;X
Product 543;Food;1488,42;NaN;;22-08-2018;;S-17;X;X
Product 544;Drink;2978;;3,265.80;07/05/2023;;;X;X
Product 545;Food;;NaN;4133,54;28/08/2022;France;S-36;X;X
Product 546;Snack;1243,13;NaN;;01/02/2022;Portugal;S-43;X;X
Product 547;Food;2,674.93;26;4508;10/05/2020;France;;X;X
Product 548;Food;;;1,563.57;12-06-2018;France;S-13;X;X
Product 549;Snack;2155;;965;08/09/2022;France;;X;X
Product 550;;;60;806;26/01/2023;Portugal;S-43;X;X
Product 551;Snack;3,444.96;;4,938.60;2021-10-24;;;X;X
Product 552;Food;;;4,804.99;2023-06-18;Germany;;X;X
Product 553;Snack;203;NaN;1,215.37;12/10/2018;Portugal;;X;X
Product 554;Food;1,863.98;;4076,75;2018-06-02;Germany;S-18;X;X
;;3046,77;NaN;165.32;2024/03/02;France;;X;X
Product 556;;1909,56;;1686;07-07-2018;Germany;S-29;X;X
Product 557;Food;1688;NaN;;05/02/2022;France;S-12;X;X
Product 558;;2112,65;NaN;1637,53;18/06/2019;France;S-7;X;X
Product 559;Snack;919;2;1461;16/05/2023;Germany;;X;X
Product 560;;3607,97;;;;France;S-30;X;X
Product 561;Drink;;NaN;2,356.13;2021/07/03;France;S-50;X;X
Product 562;;4,825.80;NaN;;24/08/2024;Germany;S-29;X;X
Product 563;Drink;2854;;;17-09-2018;Portugal;S-34;X;X
Product 564;Snack;3,077.91;NaN;2,664.30;2023/10/07;;;X;X
Product 565;;3471,29;;1,848.45;31-08-2023;Germany;S-47;X;X
Product 566;;;NaN;933,05;31-08-2023;Germany;;X;X
Product 567;;;;4,494.85;2020/04/20;France;S-22;X;X
Product 568;Snack;1,373.93;NaN;1648;2018/08/06;France;;X;X
Product 569;Snack;1384,27;;1,941.76;11-08-2020;Germany;;X;X
;Drink;3,023.11;;;18-05-2023;Germany;S-29;X;X
Product 571;Food;3391;NaN;3,080.39;05-12-2022;France;;X;X
Product 572;Snack;25.26;NaN;;19/02/2018;Germany;S-41;X;X
Product 573;;;;1176;24/05/2023;;;X;X
Product 574;Drink;3286;NaN;4914;17-12-2022;Germany;S-50;X;X
Product 575;;1335;28;3596,78;02/05/2023;Portugal;;X;X
Product 576;;485.74;26;;2024-03-25;;;X;X
Product 577;Snack;90;81;4,654.31;11-04-2020;France;;X;X
Product 578;Food;1105;NaN;;2022-12-21;Germany;S-6;X;X
Product 579;;;;4,297.18;2024/06/13;;;X;X
Product 580;Snack;2939;NaN;2822,69;;Portugal;;X;X
Product 581;Drink;;44;1885,04;2022/07/14;France;S-23;X;X
Product 582;;4649,36;NaN;1373;2018-05-16;Germany;;X;X
Product 583;Drink;1714;80;734.11;03/02/2020;France;;X;X
Product 584;Snack;;NaN;3781,74;10-10-2021;France;;X;X
;Snack;;47;3,071.03;26/11/2023;France;S-21;X;X
Product 586;Snack;1,053.19;NaN;1331;16/12/2019;France;S-49;X;X
Product 587;Snack;3364;5;4785;18-01-2021;Portugal;;X;X
Product 588;Snack;2014,69;NaN;;30/05/2018;Germany;;X;X
Product 589;Food;3156;NaN;2,707.48;2021-06-07;Portugal;S-39;X;X
Product 590;Drink;415;;298.77;16/11/2022;France;S-19;X;X
Product 591;Food;1520;26;2,513.20;21/03/2022;Portugal;S-12;X;X
Product 592;Drink;;NaN;4374,26;18/02/2022;Germany;;X;X
Product 593;;147.82;22;692,02;2022/06/12;Germany;S-30;X;X
Product 594;;;;1,077.65;2021-06-19;;;X;X
Product 595;Drink;2076,96;;3,616.48;15-01-2021;;;X;X
Product 596;;3756;1;2937,62;01-07-2023;Portugal;;X;X
Product 597;;;;524,27;2021/04/16;;;X;X
Product 598;;;NaN;3905;2024/05/24;Germany;S-40;X;X
Product 599;Food;4,605.88;76;3108;13/05/2019;;S-43;X;X
;Food;1892,14;;;;;;X;X
Product 601;Snack;484.90;8;393,13;2022-04-02;Germany;;X;X
Product 602;Drink;1056,53;;;2024-01-28;Portugal;S-20;X;X
Product 603;;2,853.73;27;2,564.29;28/07/2024;Portugal;;X;X
Product 604;Drink;;4;190,61;2019-11-12;;;X;X
Product 605;Snack;2750;NaN;30;03-12-2022;Portugal;S-50;X;X
Product 606;Snack;;;3410;2021/03/13;Germany;S-33;X;X
Product 607;;4502;28;4350,86;2023-11-28;France;S-27;X;X
Product 608;Snack;1597;;396.22;2023/05/03;Germany;;X;X
Product 609;;3151;1;592;24/12/2021;;;X;X
Product 610;Snack;;38;1,056.12;06/10/2021;France;;X;X
Product 611;Snack;;26;2081;2024-09-26;Portugal;;X;X
Product 612;;;NaN;2,468.00;2020/01/18;Portugal;;X;X
Product 613;Snack;;NaN;928,83;10/08/2021;France;S-48;X;X
Product 614;Snack;784.84;NaN;598;2021-08-07;France;;X;X
;Snack;2000,27;NaN;1330;23/04/2018;France;;X;X
Product 616;Drink;2663;17;3,097.25;28-07-2018;Portugal;S-5;X;X
Product 617;Food;3,814.67;NaN;;31-03-2020;Portugal;;X;X
Product 618;Drink;3416,76;NaN;2976,17;2022-08-05;Portugal;;X;X
Product 619;Snack;;NaN;2981,57;16-12-2019;Germany;S-25;X;X
Product 620;Food;;31;3011,34;;Portugal;S-21;X;X
Product 621;Drink;944,37;;1174;25-10-2023;France;;X;X
Product 622;Drink;3,094.38;;;18/08/2018;Germany;;X;X
Product 623;Drink;3048,53;;1,584.97;20/10/2020;;;X;X
Product 624;;;NaN;90;2019/04/11;Portugal;;X;X
Product 625;Snack;4727;;4891;14/08/2023;Portugal;;X;X
Product 626;Snack;3,049.06;;2,710.17;14/07/2022;Germany;S-26;X;X
Product 627;Food;;;3930,88;12/06/2018;Portugal;;X;X
Product 628;Drink;3421;NaN;4505,21;2019/05/30;;;X;X
Product 629;Snack;;NaN;4449,27;20-11-2023;France;S-45;X;X
;Drink;2,760.29;;2102,73;2023/03/22;Germany;S-34;X;X
Product 631;Snack;4,251.55;;537,07;05-07-2020;Germany;S-15;X;X
Product 632;Drink;2,288.84;NaN;1,701.64;2018/04/03;Germany;;X;X
Product 633;Snack;876.05;42;;26/08/2023;;S-8;X;X
Product 634;Food;1613;68;;15-09-2020;Germany;S-6;X;X
Product 635;Drink;324,06;48;1459;2019-07-17;Portugal;;X;X
Product 636;Snack;;69;1,819.59;2022/12/03;Germany;;X;X
Product 637;Food;;63;;27-01-2018;Germany;S-11;X;X
Product 638;Food;4,948.57;87;1037,87;2018/06/12;;S-45;X;X
Product 639;Snack;4864,03;NaN;;2023-03-19;Germany;;X;X
Product 640;Drink;4018;;166,86;;;;X;X
Product 641;;4,360.43;36;1858;2023-12-29;France;S-3;X;X
Product 642;Food;1224,32;;1007,31;2022/05/16;Germany;;X;X
Product 643;Food;34,42;NaN;1,794.06;22/10/2018;Germany;;X;X
Product 644;Snack;;44;3971;2018-12-12;;;X;X
;;;;4,826.16;02/02/2021;Germany;;X;X
Product 646;;4310,84;;4635,33;02-05-2024;;;X;X
Product 647;;3915;;4320;10/01/2023;;;X;X
Product 648;Snack;4416,79;NaN;;05-03-2018;;;X;X
Product 649;Drink;3578,97;NaN;;01-11-2020;Portugal;S-16;X;X
Product 650;Food;2192,61;93;1381;24-02-2024;;S-7;X;X
Product 651;Snack;;;1613,52;16-04-2020;France;;X;X
Product 652;;4141,54;76;3,415.77;29-04-2021;Germany;S-1;X;X
Product 653;Food;;32;814;2018-11-10;Germany;;X;X
Product 654;Food;2142,94;66;157;2023-02-10;;;X;X
Product 655;;518;;;05-12-2019;;;X;X
Product 656;;3789,70;NaN;3783;2023/02/15;;S-20;X;X
Product 657;Food;3609;;498.71;17-05-2019;France;;X;X
Product 658;Food;2064;;1848,03;2022/10/05;France;;X;X
Product 659;Drink;709.75;NaN;3,133.83;03/08/2021;Portugal;S-36;X;X
;Drink;3,977.77;;2565,46;;Portugal;;X;X
Product 661;Snack;1322;NaN;;2020-06-21;;S-29;X;X
Product 662;Food;3210,18;44;2488,07;04/08/2022;Germany;;X;X
Product 663;Drink;;;3122;2023-05-31;;;X;X
Product 664;Food;3762;NaN;775;2021-04-18;Germany;;X;X
Product 665;;;NaN;;2021-03-12;France;S-35;X;X
Product 666;Drink;;95;2653,22;2023/11/08;Portugal;S-5;X;X
Product 667;;3497;;1,305.81;01/09/2022;Germany;S-14;X;X
Product 668;;2,972.14;95;3,030.54;31/08/2020;Germany;;X;X
Product 669;;740;NaN;2949,58;25/04/2020;France;;X;X
Product 670;Snack;129;NaN;4,983.09;27-03-2019;;;X;X
Product 671;;2817;;1632;05/08/2023;Portugal;S-44;X;X
Product 672;Snack;1,533.31;NaN;2,420.34;2024-07-07;;S-5;X;X
Product 673;Food;2838;38;3043,69;23/05/2018;Germany;S-28;X;X
Product 674;Food;;;958,64;27/01/2023;;S-27;X;X
;Drink;3,366.39;;;10-06-2021;Portugal;;X;X
Product 676;Drink;3,718.67;NaN;1030,75;2018/08/30;France;;X;X
Product 677;Snack;732;;767;2019/05/03;Portugal;;X;X
Product 678;Food;4295;NaN;;20/12/2018;Germany;;X;X
Product 679;Drink;3183,81;90;2834;03-08-2018;France;;X;X
Product 680;Drink;4254;;2,596.81;;;S-25;X;X
Product 681;Drink;741,82;NaN;;2021/05/03;France;;X;X
Product 682;Food;;10;;12/02/2022;;;X;X
Product 683;Drink;2,384.87;NaN;4736,79;2024-09-21;Portugal;S-48;X;X
Product 684;Food;4,862.02;NaN;4018;02/02/2018;France;;X;X
Product 685;;2935;;4875;07/12/2021;France;;X;X
Product 686;;;;3456,81;2018/03/24;;S-32;X;X
Product 687;;;;4621,00;2023-05-13;France;;X;X
Product 688;Snack;;;1597,10;17/03/2024;Portugal;;X;X
Product 689;Food;;;2,767.76;09/07/2024;;;X;X
;Drink;71,16;;;28-09-2019;Germany;;X;X
Product 691;Snack;1711;NaN;374,83;2020-09-18;Portugal;S-14;X;X
Product 692;Snack;1,032.15;;11;2020-04-22;Germany;S-10;X;X
Product 693;;1391,58;NaN;2573;28/07/2023;;S-41;X;X
Product 694;Food;3249;16;1522,10;2023-07-29;Germany;S-14;X;X
Product 695;Drink;2493,95;NaN;3,618.67;2022/08/05;;;X;X
Product 696;Snack;4,199.89;58;3410;2019/08/28;Portugal;S-20;X;X
Product 697;Drink;3706;NaN;2531,68;2022-07-08;;;X;X
Product 698;;;76;41;2019/08/24;Germany;;X;X
Product 699;Food;3132;NaN;3,391.92;2023-06-24;Portugal;S-23;X;X
Product 700;Drink;2537;NaN;1,591.63;;Germany;;X;X
Product 701;Drink;2766,42;5;;11/11/2019;Portugal;;X;X
Product 702;Snack;4852,19;64;730;2020-02-17;;S-49;X;X
Product 703;Drink;2,233.16;;2156;2022-09-24;Germany;;X;X
Product 704;Food;1,223.46;;1,344.65;2020-03-26;Germany;;X;X
;Food;3,448.50;;;19/01/2024;Portugal;;X;X
Product 706;Drink;;;306,23;03-03-2022;Portugal;;X;X
Product 707;Snack;887;NaN;3,060.76;2020-09-12;Portugal;S-21;X;X
Product 708;Snack;2759,88;;605.79;2018/12/24;Germany;;X;X
Product 709;;3715,55;;2944,07;30/03/2018;Germany;;X;X
Product 710;Food;4,530.70;93;;2019/01/22;France;;X;X
Product 711;;2612,79;;547,95;2020-05-09;Portugal;;X;X
Product 712;Snack;1,038.66;17;4424;2023-09-16;Germany;S-41;X;X
Product 713;;;NaN;2,575.53;2021-03-04;;;X;X
Product 714;Snack;2321,36;;787,75;20-10-2019;Portugal;;X;X
Product 715;;1594,29;;2994;2022-08-18;;;X;X
Product 716;;982,13;16;4,640.39;27-03-2023;Germany;;X;X
Product 717;Food;;;;2024-02-14;Portugal;S-16;X;X
Product 718;Food;986.98;76;4,066.84;23/11/2019;;;X;X
Product 719;;2991;44;;02/10/2020;Germany;;X;X
;Snack;;;4981;;Germany;;X;X
Product 721;Snack;4305,70;;2581,32;2020/06/16;;S-12;X;X
Product 722;Food;;NaN;9,23;2022/03/09;Germany;;X;X
Product 723;Food;3,886.98;94;823.48;18/07/2019;Germany;S-7;X;X
Product 724;Drink;;;1096,25;2020-04-21;Germany;S-30;X;X
Product 725;Food;4961;16;;10-05-2023;France;;X;X
Product 726;Snack;3772;100;;2023-10-19;;S-2;X;X
Product 727;Food;2,463.03;63;1686;10/05/2022;;;X;X
Product 728;Drink;;;;2019/04/03;France;;X;X
Product 729;;2571;;3,252.69;18-10-2019;Portugal;;X;X
Product 730;;1,321.00;26;933.80;2022/08/28;Portugal;S-45;X;X
Product 731;Snack;1705;;1941;2022/11/04;;;X;X
Product 732;Drink;3129,61;NaN;497.20;2022-11-29;Germany;S-2;X;X
Product 733;;4,886.14;81;;11-05-2023;Germany;;X;X
Product 734;;2437;36;4,454.64;2019-09-10;Germany;S-5;X;X
;Food;;NaN;4009,77;2020-11-08;France;;X;X
Product 736;;2,478.94;7;3749;01/08/2022;Portugal;S-37;X;X
Product 737;Snack;;;3312,30;2021-07-06;Germany;;X;X
Product 738;;3364,88;;1,568.91;2019-07-24;Portugal;;X;X
Product 739;Snack;;72;2562,19;08/03/2021;France;;X;X
Product 740;Snack;1,712.16;;1713;;Germany;S-28;X;X
Product 741;Food;967,98;NaN;37;2018-12-04;Portugal;;X;X
Product 742;Drink;3,814.26;;809,05;2022-03-26;Portugal;;X;X
Product 743;Snack;1536;56;2,179.97;2019/05/15;Germany;;X;X
Product 744;;;;1986;2018-10-11;;S-14;X;X
Product 745;;514;NaN;;2022/05/16;;;X;X
Product 746;Snack;4,637.76;28;895,64;2021/08/10;Portugal;S-28;X;X
Product 747;;2,855.04;NaN;;24/08/2023;;S-8;X;X
Product 748;Food;1,618.83;NaN;925;2018-01-27;;;X;X
Product 749;;3,831.99;;4767,48;2024/06/03;France;;X;X
;Food;4,261.79;NaN;4767;21/09/2018;Portugal;S-24;X;X
Product 751;Snack;;NaN;2915;2021/01/12;Germany;;X;X
Product 752;Snack;;;3705,78;2022-01-11;;S-42;X;X
Product 753;Snack;3898;98;1865;2022-03-18;France;;X;X
Product 754;Food;1143;NaN;455;2024/09/09;;;X;X
Product 755;;2359;75;2964;2022/07/28;France;S-49;X;X
Product 756;Food;1853;NaN;;10-10-2020;France;S-7;X;X
Product 757;;1668;NaN;1279;11/01/2018;France;;X;X
Product 758;;4146;;702,80;11-06-2020;Germany;S-33;X;X
Product 759;Food;;26;2,419.57;26/10/2024;Portugal;;X;X
Product 760;Drink;;61;2,758.45;;Germany;;X;X
Product 761;Snack;;;;20/01/2020;Portugal;;X;X
Product 762;;;;4,630.92;26/11/2019;France;;X;X
Product 763;;1,768.06;;2832,62;08-04-2022;Germany;;X;X
Product 764;Food;4874;99;3315,77;2022-12-06;Portugal;;X;X
;Drink;97.40;NaN;4455,60;2024/09/13;Portugal;;X;X
Product 766;Snack;1043;NaN;;2020/04/14;;;X;X
Product 767;Drink;1473;NaN;;2019/08/24;Germany;;X;X
Product 768;Snack;;30;1571,79;29-09-2018;;;X;X
Product 769;;3954;NaN;3,268.86;2018-09-03;Portugal;;X;X
Product 770;;2,790.34;50;3,594.97;2020/02/27;France;S-47;X;X
Product 771;Food;;NaN;163;2023-08-13;;;X;X
Product 772;Food;4282,02;88;4205,04;2019-10-06;Germany;;X;X
Product 773;Drink;372.13;NaN;4,937.69;2022/03/10;Portugal;;X;X
Product 774;Drink;;;533;05/12/2021;France;;X;X
Product 775;Snack;;NaN;;17/12/2020;Germany;S-32;X;X
Product 776;Food;4760,23;NaN;685;06-01-2018;Germany;;X;X
Product 777;;;NaN;1,135.68;20/05/2019;Portugal;S-38;X;X
Product 778;Food;;NaN;302.31;2018-02-23;Germany;;X;X
Product 779;Drink;;87;1403,14;2022-07-14;Portugal;;X;X
;Food;296,58;12;1098,03;;Portugal;;X;X
Product 781;;3198;;577.84;2024-03-26;;;X;X
Product 782;Food;;NaN;;2021-06-18;Germany;;X;X
Product 783;Drink;4618,03;NaN;1511;01/03/2019;;;X;X
Product 784;;2359,20;11;924;26/09/2018;;S-39;X;X
Product 785;Snack;;;;2022-04-27;France;S-39;X;X
Product 786;Snack;4,121.55;27;2510,86;2018-07-24;;;X;X
Product 787;;2,949.04;6;4822;2022-10-08;;S-43;X;X
Product 788;;;;1,679.09;18/07/2018;Germany;;X;X
Product 789;;1226;7;;29-05-2024;Portugal;S-12;X;X
Product 790;Drink;2783;NaN;4828,89;2023/04/16;;;X;X
Product 791;;3,447.85;NaN;4,712.13;10-09-2022;France;;X;X
Product 792;Drink;3860,50;NaN;2137;2022-12-03;Germany;;X;X
Product 793;;4353;NaN;;2020/03/04;France;;X;X
Product 794;Drink;4786;NaN;;29/05/2024;Germany;;X;X
;Drink;;56;;06-03-2019;France;S-29;X;X
Product 796;Food;3,736.37;NaN;3479;11/08/2020;;S-47;X;X
Product 797;Snack;;6;;29/05/2021;Germany;;X;X
Product 798;;1138;NaN;3239;2022/02/09;;S-33;X;X
Product 799;Snack;1665;86;389.28;2022/12/15;Portugal;S-25;X;X
Product 800;Snack;1276,79;NaN;;;Germany;S-13;X;X
Product 801;Food;;;3454;2024-06-18;;;X;X
Product 802;Snack;;67;;2024/01/29;Germany;;X;X
Product 803;Snack;3990,48;84;;2022/12/07;;S-36;X;X
Product 804;;4564;NaN;3,532.73;2023-06-21;Portugal;;X;X
Product 805;Drink;;79;;05-07-2023;;S-37;X;X
Product 806;;4978;;2530,15;2019/03/16;France;;X;X
Product 807;;;;2214,46;01-10-2021;;;X;X
Product 808;Snack;1413;67;3079;10-04-2021;;;X;X
Product 809;Snack;3171,87;;2495,51;01/11/2020;Portugal;;X;X
;;2826,53;;3290;17/09/2019;Germany;;X;X
Product 811;;2658,81;;3,174.99;08-12-2020;;S-11;X;X
Product 812;Snack;;NaN;227,40;02-08-2024;;;X;X
Product 813;Drink;3,050.16;35;;2020-08-11;France;S-46;X;X
Product 814;Drink;;95;4072,80;2023-12-28;France;S-41;X;X
Product 815;;;70;3,661.11;25-08-2021;Portugal;S-49;X;X
Product 816;Drink;2,256.44;NaN;642;08/01/2018;;S-33;X;X
Product 817;;3252,22;90;4,659.68;16-10-2019;Portugal;S-15;X;X
Product 818;Food;908;;1,177.35;2020/04/08;Portugal;S-44;X;X
Product 819;Snack;;NaN;1051,14;2020-03-14;France;S-19;X;X
Product 820;;;;4,040.98;;Portugal;;X;X
Product 821;;2873,69;;;19/09/2024;France;;X;X
Product 822;;;;4474,95;31/10/2022;France;S-28;X;X
Product 823;Drink;94.36;NaN;;2018/03/21;;;X;X
Product 824;;1,611.92;;;30/09/2023;France;S-14;X;X
;Food;1,294.26;36;1537;2020-10-27;Germany;;X;X
Product 826;Drink;2921;;;2019/04/02;Germany;;X;X
Product 827;Snack;2,661.82;NaN;2911,07;2019-08-19;France;;X;X
Product 828;Food;3849;NaN;2438,69;20/01/2023;France;;X;X
Product 829;;4,466.22;98;3018;2024-01-20;Germany;S-34;X;X
Product 830;Food;944.24;;4487,59;2018-07-27;;S-37;X;X
Product 831;;1,030.72;;;08-11-2023;;;X;X
Product 832;Food;504,48;53;;03/09/2020;Portugal;;X;X
Product 833;Drink;3897;NaN;641,91;2020/01/19;France;;X;X
Product 834;;4773;;;2023-05-09;France;;X;X
Product 835;Drink;4,352.78;67;587;02/11/2021;Portugal;;X;X
Product 836;Food;3,290.84;NaN;;31-10-2021;France;;X;X
Product 837;;;;;02/05/2023;Germany;;X;X
Product 838;Snack;4,955.02;;1,507.12;05/09/2018;Germany;;X;X
Product 839;Snack;4,681.51;NaN;2,016.03;27-02-2019;;S-6;X;X
;;3861,73;73;3619;;Germany;S-24;X;X
Product 841;Food;;;1694;19-05-2024;Portugal;;X;X
Product 842;Snack;;;3,556.30;2019-12-24;;;X;X
Product 843;;127.12;85;2229;2024/01/19;Portugal;S-4;X;X
Product 844;Snack;;;;2023/12/28;;S-39;X;X
Product 845;;2,192.73;NaN;1731,98;02-06-2018;;S-6;X;X
Product 846;Food;;NaN;2595,80;2020/09/17;Germany;;X;X
Product 847;Food;2951,09;NaN;;2020-07-26;Germany;S-21;X;X
